dishID,dishname,prep_time,ingre_list,num_servings,nutri_guide,skills_needed,age_range,meal_type
,Adobo Meatballs,50,"0.5 kg of Fresh Grounded Pork
																					

													Tip, 1 pc of Onion, 4 cloves of Garlic, 0.5 sachet of MAGGI Supreme Sarap, 0.25 tsp of Ground Pepper, 2 tbsp of Vegetable Oil, 4 cloves of Garlic, 3 tbsp of White Vinegar, 1 cup of Water, 2 pcs of Bay Leaf, 4 tbsp of MAGGI® Oyster Sauce",,"Carbohydrates: 15.42 g, Energy: 323.88 kcal, Fats: 23.01 g, Protein: 15.55 g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Pancit Cabagan,70,"0.25 kg of Pork Belly, 3 cups of Water, 1 sachet of MAGGI® Magic Sarap® 8g, 1 cup of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onions, 1 pc of Red Bell Pepper, 100 g of Pork Liver, 1 sachet of MAGGI® Oyster Sauce 30g, 0.5 kg of Pancit Miki, 0.5 cup of Carrot, 1 cup of Pechay, 12 pcs of Quail Egg, 1 stalk of Scallion, 6 pcs of Calamansi",,"Carbohydrates: 76.72 g, Energy: 972.11 kcal, Fats: 64.74 g, Protein: 23.84 g",Intermediate,"Kids, Teens, Adults, Elders","Pasta/Noodles, Appetizer"
,Filipino-Style Paella,80,"0.25 cup of Annatto Seeds, 0.25 cup of Vegetable Oil, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 0.25 kg of Pork Belly
																					

													Tip, 0.25 kg of Chicken Thigh, 3 sachets of MAGGI® Magic Sarap® 8g, 4 cloves of Garlic, 1 pc of Onion, 2 pcs of Tomato, 2 cups of Rice, 3 cups of Water, 1 pc of Lemon",,"Carbohydrates: 47.47 g, Energy: 614.49 kcal, Fats: 38.86 g, Protein: 20.28 g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
,Lechon Pansit,30,"2 tbsp of Vegetable Oil, 1 cup of Lechon
																					

													Tip, 6 cloves of Garlic, 1 pc of Onion, 4 cups of Water, 1 sachet of MAGGI® Magic Sarap® 8g, 1 sachet of MAGGI® Oyster Sauce, 0.5 kg of Pancit Canton, 1 pc of Carrot, 0.5 head of Cabbage, 6 pcs of Calamansi",,"Carbohydrates: 75.09 g, Energy: 530.88 kcal, Fats: 19.82 g, Protein: 13.22 g",Beginner,"Kids, Teens, Adults, Elders","Pasta/Noodles, Appetizer"
,Pork Asado,90,"0.5 kg of Pork Shoulder, 1 sachet of MAGGI® Magic Sarap® 8g, 2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 sachet of MAGGI® Oyster Sauce, 2 tbsp of Brown Sugar, 0.25 tsp of Freshly ground pepper, 1 tbsp of Spring Onion",,"Carbohydrates: 7.09 g, Energy: 192.43 kcal, Fats: 10.49 g, Protein: 16.68 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Sizzling Bulalo,170,"1 kg of Beef Shank, 6 cups of Water, 2 pcs of Bay Leaf, 1 tsp of Black Peppercorn, 1 pc of Onion, 4 cloves of Garlic, 2 tbsp of Butter, 2 tbsp of All Purpose Flour, 1 sachet of MAGGI® Magic Sarap® 8g, 2 tbsp of MAGGI® Savor Classic, 0.5 cup of Canned Corn, 0.5 cup of String Beans, 1 pc of Pechay, 1 tbsp of Toasted Garlic, 1 tbsp of Spring Onion",,"Carbohydrates: 20.7 g, Energy: 316.82 kcal, Fats: 10.8 g, Protein: 35.22 g",Intermediate,"Kids, Teens, Adults, Elders","Soup, Meat Recipe"
,Steamed White Chicken,40,"0.5 kg of Chicken Breast, 1 sachet of MAGGI® Magic Sarap® 8g, 4 cloves of Garlic, 1 pc of Ginger, 1 stalk of Scallion, 1 tbsp of Chinese Rice Wine, 1 tsp of Sesame Oil, 1 pc of Peeled Cucumber, 2 pcs of Tomato, 2 sprigs of Cilantro, 2 tbsp of Hoisin Sauce, 2 tbsp of Sriracha",,"Carbohydrates: 20.29 g, Energy: 259.04 kcal, Fats: 5.58 g, Protein: 30.99 g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Steamed Shrimp and Vegetables,35,"0.25 kg of Shrimp
																					

													Tip, 1  of Broccoli, 1 head of Cauliflower, 1 pc of Carrot, 2 tbsp of Olive Oil, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Ground Pepper, 2 tsp of Dry Coriander Leaf",,"Carbohydrates: 9.69 g, Energy: 162.16 kcal, Fats: 7.54 g, Protein: 16.72 g",Beginner,"Kids, Teens, Adults, Elders","Vegetable Dishes, Seafood Recipe"
,Grilled Gindara With Citrus Salsa,40,"0.25 kg of Fish Fillet
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 1 pc of Lemon, 1 tbsp of Olive Oil, 1  of Pink And Red Grapefruit, 1 pc of Oranges, 1 pc of Red Onion, 0.13 tsp of Salt, 1 pc of Hot Chili Peppers, 4 sprigs of Cilantro, 1 tsp of Sugar, 0.13 tsp of Pepper, 1 tbsp of Olive Oil",,"Carbohydrates: 9.56 g, Energy: 108.12 kcal, Fats: 5.45 g, Protein: 6.08 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Chinese-Style Crab and Vegetable Soup,30,"4 cups of Water, 1 can of Cream Style Corn, 0.5 cup of Carrots, 0.5 cup of Crab Meat
																					

													Tip, 2 sachets of MAGGI® Magic Sarap® 8g, 2 tbsp of Cornstarch, 2 pcs of Egg, 2 tbsp of Onion Springs, 1 tsp of Sesame Oil",,"Carbohydrates: 10.04 g, Energy: 112.28 kcal, Fats: 4.5 g, Protein: 7.47 g",Beginner,"Kids, Teens, Adults, Elders","Soup, Vegetable Dishes, Seafood Recipe"
,Pinakbet with Lechon Kawali,60,"0.5 kg of Pork Belly
																					

													Tip, 2 sachets of MAGGI® Magic Sarap® 8g, 0.5 cup of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 3 pcs of Tomato, 2 tbsp of Bagoong Alamang, 2 cups of Water, 2 cups of Kalabasa, 1 cup of Okra, 1 cup of Eggplant, 1 cup of Sitaw",,"Carbohydrates: 24.7 g, Energy: 725.51 kcal, Fats: 62.83 g, Protein: 17.03 g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
,Fish Sarciado,25,"2 tbsp of Vegetable Oil, 2 tbsp of Garlic, 1 pc of Onion, 3 pcs of Tomato, 1 cup of Water, 3 pcs of Egg, 1 sachet of MAGGI® Magic Sarap® 8g, 8 pcs of Galunggong
																					

													Tip",,"Carbohydrates: 9.48 g, Energy: 179.53 kcal, Fats: 9.97 g, Protein: 13.2 g",Beginner,"Kids, Teens, Adults, Elders",Seafood Recipe
,Pasta Caldereta,240,"1 kg of Beef Short Ribs
																					

													Tip, 1 tsp of Black Peppercorn, 1 pc of Bay Leaf, 2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 2 pcs of Siling Labuyo, 1 pc of Carrot, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 0.75 cup of Tomato Paste, 0.25 cup of Liver Spread, 4 cups of Beef Stock, 2 sachets of MAGGI® Magic Sarap® 8g, 2 tbsp of Brown Sugar, 0.5 cup of Coconut Cream, 0.5 kg of Pasta, 0.25 cup of Keso De Bola",,"Carbohydrates: 58.9 g, Energy: 521.31 kcal, Fats: 18.44 g, Protein: 29.97 g",Intermediate,"Kids, Teens, Adults, Elders",Pasta/Noodles
,Vegetable Frittata,45,"4 cloves of Garlic, 1 pc of Onion, 2 pcs of Tomato, 2 tbsp of Olive Oil, 1 cup of Broccoli Florets, 0.5 cup of Mushrooms
																					

													Tip, 1.5 sachets of MAGGI® Magic Sarap® 8g, 6 pcs of Egg, 0.25 cup of Cheese, 1 tbsp of Parsley",,"Carbohydrates: 5.25 g, Energy: 157 kcal, Fats: 11.26 g, Protein: 8.93 g",Intermediate,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Tuna Pizza Pan de Sal,30,"2 cans of Tuna
																					

													Tip, 12 pcs of Pandesal, 1 sachet of MAGGI® Magic Sarap® 8g, 4 pcs of Tomato, 0.5 cup of melting cheese, 2 tbsp of Spring Onion",,"Carbohydrates: 19.2 g, Energy: 153.55 kcal, Fats: 4.79 g, Protein: 8.64 g",Beginner,"Kids, Teens, Adults, Elders","Appetizer, Dessert"
,Korean-Inspired Grilled Squid,45,"1 kg of Squid
																					

													Tip, 3 tbsp of MAGGI® Savor Chilimansi 130ml, 1 sachet of MAGGI® Magic Sarap® 8g, 2 tbsp of Chili Paste, 2 tbsp of Brown Sugar, 1 tbsp of Sesame Oil, 2 tbsp of Vegetable Oil, 2 heads of Lettuce, 1 stalk of Scallion, 2 tsp of Toasted Sesame Seeds",,"Carbohydrates: 31.75 g, Energy: 336.64 kcal, Fats: 9.62 g, Protein: 30.18 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Pork and Tokwa Bola-bola,45,"0.5 kg of Fresh Grounded Pork
																					

													Tip, 0.25 kg of Tofu, 2 sachets of MAGGI® Magic Sarap® 8g, 1 pc of Egg, 2 tbsp of Vegetable Oil, 2 cloves of Garlic, 1 pc of Onion, 1 pc of Carrot, 2 cups of Water, 1 tbsp of Cornstarch, 1 tbsp of Spring Onion",,"Carbohydrates: 9.43 g, Energy: 491.82 kcal, Fats: 37.58 g, Protein: 28.99 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Grilled Tuna Kilawin,30,"0.5 kg of Tuna Belly, 2 tbsp of MAGGI® Savor Chilimansi, 2 tbsp of Vegetable Oil, 0.25 cup of White Vinegar, 0.5 tsp of Salt, 1 pc of Red Onion, 1 tbsp of Ginger Root, 1 pc of Green Finger Chili, 1 pc of Red Chili, 1 pc of Cucumber, 0.25 cup of Coconut Milk, 0.5 sachet of MAGGI® Magic Sarap®",,"Carbohydrates: 5.43 g, Energy: 171.53 kcal, Fats: 7.05 g, Protein: 21.35 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Pinakbet with Oyster Sauce,40,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 2 pcs of Tomato, 100 g of Pork Belly, 2 tbsp of Bagoong Alamang, 1.5 cups of Water, 1 sachet of MAGGI® Oyster Sauce 30g, 1 cup of Kalabasa, 0.5 cup of Okra, 0.5 cup of Ampalaya, 0.5 cup of Sitaw, 1 cup of Eggplant",,"Carbohydrates: 15.54 g, Energy: 207.54 kcal, Fats: 13.71 g, Protein: 6.69 g",Beginner,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Saucy Chopsuey,40,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 pc of Red Bell Pepper, 100 g of Pork Belly
																					

													Tip, 1 cup of Water, 2 sachets of MAGGI® Oyster Sauce, 0.75 cup of Carrots, 0.75 cup of Cauliflower, 0.75 cup of String Beans, 0.75 cup of Sayote, 0.75 cup of Cabbage",,"Carbohydrates: 12.63 g, Energy: 183.15 kcal, Fats: 13.67 g, Protein: 3.71 g",Beginner,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Sweet and Sour Maya-Maya,50,"1 kg of Snapper
																					

													Tip, 2 sachets of MAGGI® Magic Sarap® 8g, 1 cup of All Purpose Flour, 2 cups of Vegetable Oil, 1 pc of Red Onion, 2 stalks of Scallion, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 2 cloves of Garlic, 0.25 cup of Distilled Vinegar, 3 tbsp of Sugar, 0.25 cup of Banana Catsup, 0.5 cup of Water, 1 sachet of MAGGI® Magic Sarap® 8g, 1 tbsp of Cornstarch",,"Carbohydrates: 18.73 g, Energy: 568.13 kcal, Fats: 44.82 g, Protein: 22.72 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Goto,210 Min,"0.5 kg of Honeycomb Ox Tripe, 2 tbsp of Vegetable Oil, 4 cloves of Garlic, 3 pcs of Ginger, 1 pc of Onion, 0.75 cup of Glutinous Rice, 7 cups of Water, 2 sachets of MAGGI® Magic Sarap® 8g, 2 tbsp of Onion Springs, 1 tbsp of Kasubha, 8 pcs of Lime",,"Carbohydrates: 37.08 g, Energy: 246.37 kcal, Fats: 6.83 g, Protein: 11.58 g",Advanced,"Kids, Teens, Adults, Elders","Soup, Appetizer"
,Pork Sisig,150 Min,"1 kg of Pork Cheek
																					

													Tip, 2 pcs of Bay Leaf, 1 tbsp of Black Peppercorn, 2 sachets of MAGGI® Magic Sarap® 8g, 0.25 kg of Chicken Liver Pate, 3 tbsp of Vegetable Oil, 0.5 pc of Calf Brain, 4 cloves of Garlic, 2 pcs of Red Onion, 2 pcs of Hot Chili Peppers, 3 tbsp of MAGGI® Savor Classic, 2 tbsp of Calamansi Juice, 1 tbsp of Brown Sugar, 0.25 tsp of Ground Pepper",,"Carbohydrates: 9.85 g, Energy: 777.15 kcal, Fats: 77.48 g, Protein: 10.8 g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Beef Pancit Canton Guisado,30 Min,"0.25 kg of Beef
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Freshly ground pepper, 2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 2 cups of Water, 0.25 cup of MAGGI® Oyster Sauce, 0.5 kg of Pancit Canton, 1 pc of Carrot, 1 cup of Snow Peas, 1 tsp of Sesame Oil",,"Carbohydrates: 71.18 g, Energy: 771.44 kcal, Fats: 47.89 g, Protein: 11.79 g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Pasta/Noodles"
,Steamed Fish and Tofu,40 Min,"0.5 kg of Fish Fillet, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 kg of Firm Tofu, 6 leaves of Cabbage
																					

													Tip, 1 tbsp of Vegetable Oil, 2 cloves of Garlic, 1 pc of Ginger, 0.5 cup of Water, 1 sachet of MAGGI® Oyster Sauce, 1 tbsp of Sesame Oil, 0.13 tsp of Ground Pepper, 0.5 tbsp of Cornstarch",,"Carbohydrates: 11.58 g, Energy: 206.4 kcal, Fats: 10.21 g, Protein: 18.98 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Beef with Mushroom,30 Min,"0.5 kg of Tenderloin, 1 sachet of MAGGI® Magic Sarap® 8g, 3 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 0.25 cup of Chinese Rice Wine, 3 tbsp of MAGGI® Oyster Sauce, 1 tbsp of Sugar, 1 cup of Button Mushroom, 1 cup of Snow Peas",,"Carbohydrates: 9.41 g, Energy: 218.82 kcal, Fats: 11.69 g, Protein: 19.74 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Cajun-Style Shrimp,40 Min,"1 kg of Shrimp, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Ground Pepper, 3 tbsp of Olive Oil, 1 pc of Onion, 4 cloves of Garlic, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 0.5 cup of Canned Corn, 2 tsp of Allspice, 1 tbsp of Parsley, 0.5 pc of Lemon",,"Carbohydrates: 8.61 g, Energy: 242.9 kcal, Fats: 8.04 g, Protein: 34.99 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Korean-style Fried Chicken,40 Min,"1 kg of Chicken Leg
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Ground Pepper, 0.5 cup of All Purpose Flour, 1 cup of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 pc of Ginger, 1 tbsp of Pepper, 2 tbsp of Soy Sauce, 0.5 cup of Water, 2 tbsp of Brown Sugar, 2 tsp of Toasted Sesame Seeds, 1 tbsp of Onion Springs",,"Carbohydrates: 24.22 g, Energy: 785.31 kcal, Fats: 63.29 g, Protein: 30.41 g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe"
,Kung Pao-Style Chicken,40 Min,"0.5 kg of Chicken Thigh
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 1 tbsp of Cornstarch, 3 tbsp of Vegetable Oil, 4 cloves of Garlic, 2 tsp of Ginger, 6 pcs of Red And Green Chili, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 1 sachet of MAGGI® Oyster Sauce, 1 tbsp of Brown Sugar, 1 tbsp of Sriracha Hot Sauce, 0.25 cup of Peanuts",,"Carbohydrates: 11.91 g, Energy: 328.27 kcal, Fats: 24.01 g, Protein: 16.61 g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe "
,Bangus Bistek,50 Min,"0.5 cup of Vegetable Oil, 1 pc of Potato, 2 pcs of Red Onion, 0.5 kg of Bangus
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 cup of All Purpose Flour, 4 cloves of Garlic, 1.25 cups of Water, 3 tbsp of MAGGI® Oyster Sauce, 2 tbsp of Calamansi Juice, 1 tbsp of Brown Sugar, 0.25 tsp of Freshly ground pepper, 2 tbsp of Spring Onion, 1 tbsp of Toasted Garlic",,"Carbohydrates: 19.93 g, Energy: 370.88 kcal, Fats: 23.82 g, Protein: 19.63 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Ginisang Sardinas with Egg,25 Min,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 3 pcs of Tomato, 2 cans of Spicy Sardines in Tomato Sauce, 2 pcs of Egg, 1 tbsp of Spring Onion, 2 tbsp of MAGGI® Savor Calamansi, 4 pcs of Pandesal",,"Carbohydrates: 15.33 g, Energy: 257.16 kcal, Fats: 14.56 g, Protein: 16.28 g",Beginner,"Kids, Teens, Adults, Elders","Seafood Recipe, Appetizer"
,Clubhouse Sandwich,45 Min,"0.25 kg of Chicken Breast, 1 sachet of MAGGI® Magic Sarap® 8g, 0.5 tsp of Peppercorn, 1 tsp of Paprika, 4 pcs of Egg, 3 tbsp of Vegetable Oil, 4 slices of Ham
																					

													Tip, 12 slices of Sliced Bread, 4 tbsp of Butter, 4 tbsp of Mayonnaise, 4 slices of Cheese, 4 pcs of Lettuce, 2 pcs of Cherry Tomato",,"Carbohydrates: 23.14 g, Energy: 462.54 kcal, Fats: 31.03 g, Protein: 22.47 g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Dessert"
,Fluffy Omelette,20 Min,"4 pcs of Egg, 1 tsp of MAGGI® Magic Sarap® 8g, 2 tbsp of Butter
																					

													Tip",,"Carbohydrates: 1.83 g, Energy: 253.83 kcal, Fats: 21.14 g, Protein: 13.51 g",Intermediate,"Kids, Teens, Adults, Elders",Appetizer
,Omurice,30 Min,"2 tbsp of Vegetable Oil, 2 cloves of Garlic, 1 pc of Onion, 100 g of Chicken Thigh And Leg
																					

													Tip, 0.5 cup of Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added, 1 sachet of MAGGI® Magic Sarap® 8g, 1 tbsp of MAGGI® Oyster Sauce, 2 cups of Cooked Rice, 3 pcs of Egg, 2 tbsp of Catsup, 1 tbsp of Onion",,"Carbohydrates: 93.12 g, Energy: 589.39 kcal, Fats: 15.22 g, Protein: 17.01 g",Intermediate,"Kids, Teens, Adults, Elders",Appetizer
,Open-Faced Scrambled Egg Sandwich,20 Min,"6 pcs of Pandesal
																					

													Tip, 4 tbsp of Butter, 6 pcs of Egg, 1 sachet of MAGGI® Magic Sarap® 8g, 2 tbsp of Grated Parmesan Cheese, 2 cloves of Garlic, 1 pc of Red Onion, 4 pcs of Cherry Tomato, 1 tbsp of Onion",,"Carbohydrates: 10.94 g, Energy: 190.37 kcal, Fats: 12.91 g, Protein: 7.84 g",Beginner,"Kids, Teens, Adults, Elders","Appetizer, Dessert"
,Pork Katsu-Style Sandwich,45 Min,"0.25 kg of Pork Shoulder
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Peppercorn, 0.25 cup of All Purpose Flour, 2 pcs of Egg, 1 cup of Bread Crumbs, 1 cup of Vegetable Oil, 8 slices of Sliced Bread, 1 sachet of MAGGI® Oyster Sauce, 2 tbsp of Banana Catsup, 2 tbsp of Mayonnaise",,"Carbohydrates: 50.74 g, Energy: 881.61 kcal, Fats: 65.08 g, Protein: 23.78 g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Dessert"
,Shakshuka-Style Eggs,30 Min,"0.25 cup of Vegetable Oil, 1 pc of Onion, 1 pc of Red Bell Pepper, 2 cloves of Garlic, 1 pc of Red Chili, 1 tsp of Curry Powder, 0.25 kg of Cherry Tomato
																					

													Tip, 0.5 cup of Water, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Peppercorn, 1 tsp of Sugar, 4 pcs of Egg, 2 tbsp of Cilantro",,"Carbohydrates: 10.97 g, Energy: 241.04 kcal, Fats: 18.67 g, Protein: 8.12 g",Intermediate,"Kids, Teens, Adults, Elders",Appetizer
,Camaron Rebusado,50 Min,"0.5 cup of All Purpose Flour, 1 pc of Egg, 1 tsp of Baking Powder, 1 Some of Ice Water, 1 kg of Shrimp, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 cup of All Purpose Flour, 8 cups of Vegetable Oil, 1.5 cups of Preferred Dipping Sauce",,"Carbohydrates: 21.66 g, Energy: 2114.67 kcal, Fats: 217.41 g, Protein: 27.74 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
,Oyster Mushroom and Tofu Soup,25 Min,"2 tbsp of Vegetable Oil, 4 cloves of garlic, minced, 1 pc of Ginger, 1 pc of onion, chopped, 1 Small of Carrot, 100 g of Shiitake Mushrooms, 5 cups of Water, 1 sachet of MAGGI® Magic Sarap® 8g, 1 tbsp of Freshly ground pepper, 6 tbsp of MAGGI® Oyster Sauce, 3 tbsp of Cornstarch, 1 cup of Firm Tofu, 100 g of Enoki Mushrooms, 2 tsp of Sesame Oil, 1 stalk of Scallion",,"Carbohydrates: 22.62 g, Energy: 209.41 kcal, Fats: 10.32 g, Protein: 9.91 g",Beginner,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Savorventure Mushroom Sisig,25 Min,"1 cup of Shiitake Mushroom, 1 cup of Mushrooms, 2 cans of Button Mushroom, 3 tbsp of Butter, 6 cloves of garlic, mashed, 1 pc of green finger chili, seeded and biased, 2 pcs of red chili, sliced, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tbsp of Freshly ground pepper, 1 tbsp of Brown Sugar, 2 tbsp of MAGGI® Savor Hot Chili, 4 pcs of calamansi, juiced, 1 pc of large red onion, chopped, 3 tbsp of Mayonnaise, 1 stalk of sliced spring onion",,"Carbohydrates: 13.71 g, Energy: 120.13 kcal, Fats: 7.48 g, Protein: 2.62 g",Intermediate,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Savorventure Tofu and Mushroom Salpicao,25 Min,"0.5 kg of Firm Tofu, 0.5 cup of Vegetable Oil, 3 tbsp of Olive Oil, 6 cloves of Garlic, 1 pc of large onion, chopped, 2 pcs of green finger chili, seeded and biased, 1 can of Canned Mushrooms, 1 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Freshly ground pepper, 2 tbsp of MAGGI® Savor Classic, 1 tbsp of chopped parsley",,"Carbohydrates: 13.88 g, Energy: 557.32 kcal, Fats: 48.28 g, Protein: 23.95 g",Beginner,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Oyster Mushroom Spread,37 Min,"0.25 kg of Shiitake Mushrooms, 0.25 kg of Enoki Mushrooms, 2 tbsp of Vegetable Oil, 4 cloves of garlic, minced, 1 pc of onion, chopped, 1 pc of red chili, sliced, 1 pc of Ginger, 0.5 sachet of MAGGI® Magic Sarap® 8g, 0.25 tsp of Freshly ground pepper, 2 tbsp of MAGGI® Oyster Sauce, 1 tbsp of Brown Sugar, 1 tbsp of Sesame Oil, 2 tbsp of sliced spring onion, 2 tsp of Toasted Sesame Seeds, 36 pcs of Wonton Wrapper, 2 cups of vegetable oil for frying",,"Carbohydrates: 47.55 g, Energy: 926.99 kcal, Fats: 80.34 g, Protein: 8.2 g",Intermediate,"Kids, Teens, Adults, Elders","Vegatable Dishes, Appetizer"
,Tokwa Steaks with Oyster Sauce,30 Min,"1 kg of Tokwa, 0.5 cup of Vegetable Oil, 6 cloves of Garlic, 2 tsp of Ginger, 1 pc of Onion, 1 pc of Red Chili, 1.5 cups of Water, 1 sachet of MAGGI® Oyster Sauce, 1 tbsp of Spring Onion, 1 sachet of MAGGI® Magic Sarap®",,"Carbohydrates: 10.04 g, Energy: 313.03 kcal, Fats: 25.05 g, Protein: 15.85 g",Beginner,"Kids, Teens, Adults, Elders",Vegetable Dishes
,Tortang Corned Beef,25 Min,"3 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 pc of Potato, 1 can of Corned Beef
																					

													Tip, 1 sachet of MAGGI® Magic Sarap® 8g, 6 pcs of Egg",,"Carbohydrates: 8.67 g, Energy: 218.54 kcal, Fats: 14.58 g, Protein: 12.89 g",Beginner,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe"
,Torta de Patata,35 Min,"0.5 kg of Potato, 6 tbsp of Olive Oil
																					

													Tip, 1 pc of Onion, 1 sachet of MAGGI® Magic Sarap® 8g, 0.13 tsp of Ground Pepper, 4 pcs of Egg, 0.25 cup of Cheese",,"Carbohydrates: 17.62 g, Energy: 265.7 kcal, Fats: 18.63 g, Protein: 7.63 g",Intermediate,"Kids, Teens, Adults, Elders","Vegetable Dishes, Appetizer"
,Lumpiang Corned Beef,55 Min,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 pc of Potato, 1 pc of Carrot, 1 cup of Corned Beef
																					

													Tip, 1 cup of Cabbage, 1 sachet of MAGGI® Magic Sarap® 8g, 12 pcs of Lumpia Wrapper, 1 cup of Vegetable Oil, 0.25 cup of Spiced Vinegar",,"Carbohydrates: 19.17 g, Energy: 584.04 kcal, Fats: 48.84 g, Protein: 17.45 g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe"
,Igado,75 Min,"0.5 kg of Pork Shoulder, 2 tbsp of Soy Sauce, 1 sachet of MAGGI® Oyster Sauce, 2 pcs of Bay Leaf, 0.5 tsp of Peppercorn, 1 tbsp of Vegetable Oil, 1 head of Toasted Garlic, 3 pcs of Onion, 4 pcs of Cherry Tomato, 0.5 kg of Pork Liver, 0.25 cup of White Vinegar, 1 pc of Potato, 1 pc of Carrot, 2 pcs of Red Bell Pepper, 0.5 cup of Green Peas, 1 sachet of MAGGI® Magic Sarap® 8g",,"Carbohydrates: 34.37 g, Energy: 397.2 kcal, Fats: 12.52 g, Protein: 38.06 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
